textWelcome.started,textWelcome.stopped,key_welcome.keys,key_welcome.rt,key_welcome.started,key_welcome.stopped,text_gen_inst.started,text_gen_inst.stopped,key_Gen_inst.keys,key_Gen_inst.rt,key_Gen_inst.started,key_Gen_inst.stopped,Phase1_inst.started,Phase1_inst.stopped,key_Phase1_inst.keys,key_Phase1_inst.rt,key_Phase1_inst.started,key_Phase1_inst.stopped,sound_thth.started,sound_thth.stopped,sound_th.started,sound_th.stopped,key_SRT1T1.keys,key_SRT1T1.corr,key_SRT1T1.started,key_SRT1T1.stopped,text_SRT1T1.started,text_SRT1T1.stopped,phases_SRT1T1.started,phases_SRT1T1.stopped,percentage_SRT1T1.started,percentage_SRT1T1.stopped,text_blank.started,text_blank.stopped,participant,session,group,date,expName,psychopyVersion,frameRate,
44.39756299799774,None,space,0.8323931960039772,44.39756299799774,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_14_1852,identical session,2020.1.2,59.952949878800105,
,,,,,,45.251380264991894,None,space,0.33524746500188485,45.251380264991894,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_14_1852,identical session,2020.1.2,59.952949878800105,
,,,,,,,,,,,,45.618615179962944,None,space,0.6661581199732609,45.618615179962944,None,,,,,,,,,,,,,,,,,,,,2020_Jul_14_1852,identical session,2020.1.2,59.952949878800105,
,,,,,,,,,,,,,,,,,,46.485078806761884,None,4.502141865785234,None,None,0,55.7857118229731,60.786167022946756,,,,,,,,,,,,2020_Jul_14_1852,identical session,2020.1.2,59.952949878800105,
,,,,,,,,,,,,,,,,,,,,,,,,,,46.318468049983494,None,46.318468049983494,None,46.318468049983494,None,60.802821874967776,None,,,,,,,,
